Genes,E-M-DEAE-E1,E-M-DEAE-E2,E-M-DEAE-FT_G,E-M-DEAE-E1_G,E-TFF1_R,E-TFF1_M
CLPP,0.4326,0.5465,0.4728,0.162,0.4039,0.2182
TST,0.7836,0.0744,0.4613,0.1247,0.5641,0.496
QPCT,0.1463,0.0641,0.3452,0.0165,0.2144,0.2281
KYAT1,0.4127,0.0774,0.3219,0.1145,0.2917,0.0666
GUK1,0.3481,0.2391,0.2076,0.2931,0.3288,0.2093
HAGH,0.4551,0.2051,0.1911,0.3522,0.2542,0.1809
RTN1,0.312,0.2941,0.1128,0.2908,0.3967,0.3751
PCK2,0.6956,0.1401,0.3851,0.1603,0.348,0.4086
DDR2,0.4169,2.5328,0.547,2.5084,0.4708,0.985
UGP2,1.1398,2.0698,1.3232,2.5847,3.6516,1.3362
AOC3,8.396,0.228,5.9819,0.1171,2.1834,3.5148
TXNRD1,0.9718,4.8509,1.2106,6.1864,0.9665,1.5646
TMEM132A,0.3784,0.2231,0.2338,0.2268,0.2847,0.1455
INF2,0.7652,0.5358,0.9069,0.4902,0.7688,0.6241
MICB,0.347,0.1646,0.2421,0.1946,0.4651,0.1352
MICA,0.3539,0.2525,0.4078,0.2602,0.1808,0.1795
CLEC16A,2.1547,0.5185,1.8496,0.0337,1.6453,1.0848
BLTP1,0.2135,0.0841,0.1888,0.0835,0.2923,0.0842
AAK1,0.2161,0.1741,0.0509,0.179,0.3287,0.131
WASHC4,0.3931,0.2798,0.3267,0.3354,0.1511,0.1411
SLC35G1,0.4812,0.1047,0.2004,0.1034,0.3926,0.0928
TCTN1,0.2892,0.0971,0.1691,0.1026,0.2694,0.0717
RPEL1;RPE,1.0342,0.2402,0.5857,0.2491,0.4136,0.5037
IAH1,0.7547,0.2022,0.4442,0.4087,0.3337,0.3228
ALG11,0.5941,0.1934,0.1595,0.1268,0.2945,0.0622
HFE,0.3388,0.2093,0.1712,0.1372,0.2499,0.0494
LRRFIP1,0.3629,0.3076,0.4499,0.4117,0.5666,0.2431
P3H1,0.5735,0.204,0.6747,0.217,0.8324,0.4405
EML3,0.1626,0.0828,0.1582,0.0417,0.2515,0.0912
LRRK1,1.2455,3.3068,1.6088,5.1588,2.0027,2.977
MAP7D1,0.2592,0.0936,0.126,0.1068,0.2686,0.0564
UAP1L1,0.2196,0.185,0.2381,0.1331,0.0632,0.189
ALKBH6,5.8386,0.1092,5.6617,0.0863,7.5147,2.6697
TKFC,0.1804,0.1409,0.2464,0.1273,0.5021,0.1414
LSM12,0.1282,0.2962,0.1607,0.2122,0.4671,0.1131
ARL13B,0.6218,0.1196,0.2267,0.1108,0.234,0.2029
ALDH1L2,0.2769,0.1954,0.2763,0.1171,0.3202,0.1456
CCDC88A,0.2367,0.0725,0.2124,0.0487,0.2149,0.066
TIMM50,0.273,0.0818,0.2188,0.0431,0.2365,0.0732
LGALSL,3.4484,0.5857,3.1159,0.5754,2.2849,2.2278
PARP14,0.3162,0.1663,0.1751,0.1338,0.32,0.1081
VPS26B,0.062,0.3634,0.3165,0.2526,0.2517,0.1566
PREPL,0.3266,0.113,0.3297,0.132,0.3463,0.2093
TBC1D10B,0.5238,0.9792,0.1548,0.9831,0.2797,0.2537
ANO6,1.293,4.0225,1.6551,4.5157,0.6938,2.2363
PLCH1,2.1107,0.4662,1.7105,0.1287,3.162,0.8285
GRIPAP1,0.1214,0.1439,0.2312,0.042,0.0841,0.2151
TMEM119,0.4804,4.4842,0.3034,4.7788,0.2751,1.0867
TMEM259,0.1655,0.0443,0.1188,0.0362,0.2396,0.0322
RFTN2,0.32,0.5108,0.4275,0.2682,0.475,0.1432
ARHGAP29,0.3957,0.1288,0.3188,0.0918,0.42,0.2319
CEP55,0.3198,0.101,0.3801,0.0512,0.3472,0.0351
TP53I3,0.622,1.4153,0.7006,1.8205,0.5999,0.5025
HIKESHI,0.1794,0.098,0.21,0.0768,0.3033,0.0964
PHLDA2,0.5118,2.0569,0.3328,2.1914,0.6694,0.4584
PLEKHO1,0.3698,0.325,0.3617,0.3397,0.595,0.1417
HSD17B12,0.6584,1.5572,0.7312,1.3686,0.7816,0.7372
LACTB2,0.2467,0.1093,0.1693,0.0616,0.2629,0.1023
PYCR3,0.104,0.1291,0.1456,0.0872,0.2571,0.1158
EIPR1,0.1826,0.0928,0.1492,0.0736,0.2702,0.0837
COBLL1,0.3653,0.1058,0.3231,0.1111,0.3693,0.2022
CYBRD1,0.1971,2.5279,0.4447,2.7433,0.5312,0.7124
ACTBL2,1.2752,0.5011,0.8786,1.0707,1.0464,1.3867
CCDC93,0.5153,0.2294,0.2646,0.2664,0.1982,0.226
NAALADL2,0.2334,0.3552,0.2224,0.23,0.3242,0.0959
TMEM41B,0.1317,0.0234,0.1381,0.0349,0.2321,0.032
YIF1B,0.176,0.2407,0.63,0.1654,0.3404,0.1034
FLG2,0.413,0.3714,0.2438,0.1591,0.1552,0.2129
RILPL1,0.6014,0.2271,0.3815,0.2477,0.3433,0.1435
HERC4,0.3552,0.3792,0.2858,0.3304,0.1973,0.3268
PPP6R3,0.1941,0.2314,0.6441,0.2037,0.2913,0.425
NHSL2,1.0818,0.1739,0.2319,0.1696,0.4705,0.1051
EMC4,0.3759,0.1345,0.259,0.062,0.2856,0.0896
PITRM1,0.764,0.057,0.7327,0.0497,0.4916,0.4865
WDR44,0.5017,0.618,0.7908,0.602,0.539,0.4742
DOCK11,4.3821,1.638,1.2636,1.6847,0.7427,1.4577
PCID2,0.4766,0.0875,0.2615,0.0523,0.0727,0.1379
SPECC1,0.3173,0.3751,0.2063,0.2783,0.3235,0.0982
WDR45B,0.298,0.1636,0.0464,0.2861,0.2848,0.1308
WIPI1,0.2107,0.2993,0.2848,0.3579,0.3592,0.2855
SAMD4B,7.939,0.3513,7.9345,0.2811,7.9628,2.0364
RABGAP1L,0.3167,0.1315,0.3992,0.1391,0.2229,0.2898
TTC38,0.2392,0.1187,0.1075,0.102,0.3185,0.2735
LY6G6F,0.6695,0.5187,0.3992,0.2884,0.3418,0.3756
LDLRAP1,0.3806,0.1917,0.4442,0.1471,0.3892,0.2377
ODR4,0.3797,0.1236,0.1921,0.1479,0.2862,0.0844
HYI,84.7411,3.1106,58.1317,5.3903,25.7207,5.6583
CC2D1B,0.4178,0.3001,0.4156,0.5263,0.5199,0.1119
FNBP1L,0.2788,0.1048,0.2524,0.1194,0.2763,0.1461
C6orf132,0.2636,0.0317,0.2185,0.0748,0.2908,0.0908
AXDND1,2.1395,0.1338,1.4077,0.0489,0.8257,0.6315
FKBP15,0.2339,0.1012,0.0997,0.0622,0.2243,0.04
ARMH3,0.2336,0.1317,0.2943,0.1908,0.3233,0.1151
MPP7,0.5484,0.1701,0.1339,0.1686,0.2786,0.0947
TMEM63B,0.3858,0.8707,0.5823,0.5876,0.5154,0.4747
ABCC10,0.1739,0.0527,0.1646,0.0599,0.2229,0.063
HECTD3,0.1956,0.0237,0.1,0.0178,0.2736,0.0353
UBR4,0.6049,0.6287,0.9705,0.5783,0.7787,0.694
STXBP5,0.0597,0.3517,0.145,0.2873,0.5785,0.1791
KIAA1217,0.347,0.0905,0.3294,0.0588,0.3706,0.1507
QNG1,0.2099,0.1555,0.1576,0.152,0.2424,0.0732
KPRP,2.009,1.9446,1.7313,1.4716,0.8407,1.2003
KPLCE,0.8263,1.1494,1.4204,0.9636,0.3058,0.4784
WLS,2.0806,8.9087,1.7809,9.3602,0.9948,4.2632
CPTP,0.2573,0.1311,0.1834,0.0866,0.2772,0.0831
COL13A1,0.292,0.0981,0.1723,0.1215,0.2855,0.0455
GRTP1,0.3023,0.1119,0.1845,0.0518,0.3135,0.0914
OGFRL1,0.8245,0.2177,0.7146,0.2169,0.5636,0.5577
SH3PXD2A,0.4695,0.6539,0.2868,0.7909,0.6362,0.5454
DDI2,0.2109,0.0611,0.0662,0.0939,0.2909,0.1035
AHDC1,0.1694,0.425,0.3576,0.3636,0.8077,0.473
VPS53,0.3456,0.1744,0.2215,0.188,0.2258,0.1922
STRIP1,0.1245,0.034,0.1552,0.0964,0.2692,0.0708
ABHD17B,0.2927,0.2,0.1613,0.1814,0.2333,0.096
CDC42BPA,4.8633,0.6555,2.2859,0.8389,0.4096,0.4197
PDE4DIP,81.6125,3.0939,94.2858,1.3573,21.8206,44.2145
CACHD1,0.6556,0.3916,0.8024,0.2028,1.2129,0.6565
FAM171A1,0.9498,0.7913,0.1422,0.7565,0.143,0.316
BROX,0.4661,0.7784,0.3992,0.6027,0.168,0.395
FOCAD,0.3993,0.1368,0.0378,0.088,0.3276,0.1084
GPR107,0.3251,0.1964,0.3169,0.1096,0.3414,0.2105
SNX30,0.135,0.0462,0.1376,0.0439,0.2899,0.0638
LYPLAL1,0.5582,0.2149,0.4641,0.2278,0.2965,0.2814
PEAR1,0.7898,0.3762,0.6193,0.6815,0.7387,0.5672
ECPAS,0.6029,0.4672,1.0043,0.4983,0.6959,0.522
DENND4C,0.4721,0.1554,1.0926,0.1086,0.6556,0.4547
NAA35,0.259,0.1363,0.2151,0.1109,0.2651,0.0632
CARMIL1,0.3079,0.4153,0.2499,0.3231,0.3749,0.1692
OBI1,0.7086,0.0447,0.7825,0.0237,1.0188,0.3381
FHIP2A,0.2387,0.0469,0.1891,0.052,0.3929,0.1306
ZDHHC20,0.2959,1.9367,0.5979,1.8357,0.6695,0.7547
SPRYD7,0.5295,0.4458,0.7738,0.1997,0.5702,0.177
CD276,1.0489,6.1237,0.7757,5.6806,0.8103,2.5778
TNS2,0.368,0.2271,0.3514,0.2371,0.5018,0.1603
KANK2,0.9896,0.1565,0.1979,0.1252,0.317,0.1248
WASHC2A,0.3334,0.1241,0.0672,0.1544,0.3298,0.0386
METRNL,0.6676,0.0627,0.7839,0.0302,0.4226,0.3506
STEAP3,0.6718,1.2466,0.5584,1.2748,0.605,0.8378
FAM91A1,0.1146,0.217,0.1851,0.2504,0.3898,0.3654
TBC1D9B,0.1562,0.2558,0.3345,0.2879,0.7018,0.1262
MAP1S,0.9798,0.1123,0.4334,0.2993,0.5918,0.3426
ATG16L1,0.2157,0.2935,0.3374,0.147,0.1822,0.0915
HGSNAT,0.1125,0.1931,0.2644,0.1727,1.0998,0.1566
GLT8D1,0.2521,0.096,0.1545,0.1125,0.3559,0.1885
TNS3,0.3053,0.5595,0.4497,0.446,0.3794,0.3135
MBLAC2,0.7942,0.3282,0.2873,0.3897,0.5124,0.1608
LMBRD2,0.212,0.1578,0.1083,0.1638,0.2611,0.1153
C18orf63,1.7153,1.3058,4.6658,0.05,15.954,2.9081
ARHGAP17,1.2033,0.4039,0.6853,0.4166,0.5114,0.3663
CYB5R2,0.6419,0.2678,0.4427,0.3815,0.6892,0.2783
ATL3,0.3335,1.8403,0.2745,1.7691,0.3421,0.7846
CC2D2B,7.1256,0.9608,9.5063,0.1341,11.7575,4.4136
NXN,0.2932,0.2039,0.2367,0.4081,0.1163,0.1525
IQSEC1,0.5135,0.2946,0.3707,0.3475,0.5017,0.1394
VASN,23.9687,1.3979,21.2236,1.1684,6.7643,11.5027
CIAPIN1,0.3826,0.3067,0.7488,0.335,0.1773,0.226
PTRHD1,0.4482,0.1921,0.1998,0.2354,0.2153,0.165
OTUD7B,0.3309,0.2556,0.1479,0.3373,0.2227,0.1524
NADSYN1,0.1615,0.0882,0.1835,0.0944,0.2467,0.0624
ELP2,0.1131,0.0601,0.1473,0.1207,0.1623,0.0811
LAMTOR1,0.5264,0.777,0.695,0.8796,0.7283,0.469
DHRS7B,0.4549,0.1576,0.2964,0.0487,0.252,0.101
TWF2,0.279,1.2495,0.7019,1.4226,0.1792,0.8743
DESI1,0.7606,0.2787,0.7668,0.226,0.647,0.5526
TANGO2,0.3972,0.6042,0.2877,0.5154,0.2185,0.4753
RAB12,0.3619,0.8294,0.5261,0.8068,0.2424,0.3793
KRT80,0.1849,0.0922,0.3142,0.0523,0.2679,0.0536
GDF6,0.4905,0.1184,0.1668,0.082,0.5965,0.1709
PDE12,0.127,0.1491,0.1372,0.1204,0.4173,0.1528
TENM4,0.7214,3.2127,0.5043,3.3579,1.0307,1.2798
LRRC8E,0.3036,0.2611,0.231,0.1697,0.23,0.2078
REEP3,0.2616,0.093,0.1817,0.1222,0.328,0.1146
RETSAT,1.6065,0.3962,0.785,0.3367,0.4277,0.2624
TMEM214,0.242,0.1638,0.1527,0.1091,0.28,0.0489
TCTN3,0.256,0.0722,0.1518,0.0436,0.2698,0.1316
PPP1R18,0.3534,0.2093,0.2276,0.2827,0.3673,0.1943
CAVIN1,0.2911,1.2273,0.2566,1.4245,0.3141,0.7333
CC2D1A,0.2246,0.4668,0.199,0.3562,0.3156,0.1595
TATDN1,0.3586,0.1925,0.3004,0.2493,0.3674,0.2033
EDC4,0.4047,0.1782,0.4367,0.2184,0.5792,0.2332
SCYL2,0.2021,0.1128,0.3401,0.24,0.202,0.2819
TTC27,0.0731,0.1426,0.212,0.0919,0.0504,0.1244
GOLM2,0.5261,0.3061,0.3457,0.445,0.5282,0.3865
CNNM4,0.8398,2.1784,0.3994,2.5431,0.6903,0.8307
RPL22L1,0.6838,1.0173,0.7435,0.7692,5.2001,0.6919
FAM171B,0.3639,0.1852,0.1901,0.1292,0.3009,0.0089
MEAK7,0.3852,3.4656,0.4359,3.7251,1.4653,1.24
TMEM154,0.4139,0.6695,0.3879,0.6459,0.7096,0.1364
EMB,0.2651,1.035,0.3483,1.1938,0.3948,0.3907
PGM2L1,1.1493,0.1951,0.1184,0.1759,0.2921,0.1976
SKIC3,0.3298,0.4655,0.4288,0.3813,0.375,0.3766
NCEH1,0.341,0.3738,0.3575,0.3268,0.5317,0.074
RHBDF2,0.384,1.118,0.453,1.1051,0.101,0.3952
LARP1,0.0653,0.1739,0.3646,0.1263,0.1781,0.3947
TMED8,0.2755,0.0677,0.1934,0.0763,0.4981,0.1941
TRAF7,0.3271,0.1382,0.2965,0.1756,0.3756,0.1239
APOA5,0.8024,0.0768,0.8831,0.0304,0.3839,0.3999
RICTOR,0.4921,0.0442,0.6702,0.0604,0.177,0.0985
AGTRAP,0.2347,0.3998,0.2274,0.2008,0.3509,0.0494
CSPG4,0.9758,5.7473,1.1603,4.9129,8.281,4.2297
CYP20A1,0.2912,0.2724,0.1669,0.2848,0.437,0.1691
ATRAID,0.2652,0.4262,0.2635,0.152,0.3286,0.0983
TMEM205,0.4884,0.2399,0.1342,0.1371,0.3588,0.1425
C16orf54,0.2778,0.04,0.2524,0.0231,0.2859,0.1189
LRSAM1,0.3128,0.5195,0.6137,0.458,0.1564,0.3503
SUSD1,0.4732,0.1743,0.505,0.0474,0.568,0.2792
DHRS11,0.3282,0.1949,0.2235,0.0781,0.3695,0.1628
LCLAT1,0.5205,0.1294,0.2343,0.0606,0.2159,0.1457
SBSN,0.1786,0.0679,0.1652,0.0615,0.2006,0.0271
OLFM4,2.1936,0.3601,2.6913,0.1175,0.949,0.9127
LAYN,0.2214,0.057,0.2343,0.0279,0.2957,0.1386
DRAM2,0.9852,0.129,1.0847,0.1348,0.7832,0.7654
PLXDC2,18.0253,0.7222,14.3133,0.3052,6.4169,7.0459
PI16,27.0444,0.6376,22.6564,0.3231,8.4013,11.9252
CCBE1,1.2461,0.6242,1.2357,0.8464,1.3236,1.2945
WDR82,0.2943,0.0418,0.2335,0.0502,0.2871,0.1289
FAT4,0.0805,0.3893,0.2605,0.4039,0.4285,0.2329
DPP8,0.2135,0.0867,0.1928,0.0846,0.2968,0.0886
PACS1,0.3662,0.901,0.3189,0.9497,0.2423,0.5056
MPRIP,0.2446,0.2003,0.2095,0.0625,0.1992,0.0914
RAB11FIP1,0.3179,0.0737,0.2622,0.1397,0.2575,0.0701
NAPRT,0.5819,0.2208,0.6808,0.189,0.6577,0.4861
DNMBP,0.3245,0.222,0.2742,0.1729,0.3188,0.0814
CD109,2.6471,11.8186,2.6035,11.0184,6.7726,4.5085
KYAT3,0.423,0.3452,0.3118,0.4778,0.2545,0.3541
NBEAL2,0.1919,0.0278,0.0893,0.02,0.2811,0.0722
RIPOR1,0.5028,0.791,0.3443,1.0053,1.0499,0.4923
NBEAL1,0.4368,0.1804,0.4879,0.1627,0.3509,0.3091
Q6ZSR9,0.2046,0.0904,0.1772,0.0969,0.2511,0.0423
CCDC149,0.6383,0.3585,0.7141,0.1303,0.5628,0.3628
CCDC9B,0.2961,0.0972,0.1985,0.0461,0.2837,0.0793
LHFPL2,0.3562,0.5691,0.4549,0.4296,0.5544,0.2966
NUDT18,0.2752,0.0672,0.2474,0.086,0.2863,0.0495
KIAA1549L,0.3852,0.2698,0.1091,0.1612,0.1484,0.2255
TOM1L2,0.3198,0.6789,0.1492,0.8563,0.5328,0.3202
SYDE1,0.2306,0.0904,0.1849,0.0745,0.2281,0.0521
VPS13C,0.3441,0.2752,0.3229,0.2017,0.3784,0.217
RAPH1,0.9274,0.5845,0.9379,0.5968,0.4243,0.3387
MOB2,0.3036,0.2951,0.1506,0.4684,0.2916,0.3575
MOB3C,0.4211,0.5513,0.4169,0.4038,0.2212,0.3575
UNC13D,0.9194,0.2745,0.8599,0.2045,0.9697,0.6724
CHSY3,0.1833,0.11,0.1699,0.0348,0.1514,0.0706
IKBIP,0.2183,0.0838,0.1798,0.0683,0.216,0.0508
UBE2R2,0.3986,0.1822,0.3168,0.2553,0.4124,0.1521
RPS27L,0.3252,0.2666,0.0909,0.3938,0.2502,0.1132
MTSS2,0.1339,0.0871,0.1344,0.0683,0.2246,0.0506
CCDC80,0.3393,0.3451,0.1875,0.205,0.6166,0.3687
HECW1,1.0693,0.8492,1.0586,0.1078,1.1031,0.2853
BTN2A1,0.5739,1.4512,0.4432,1.2259,0.5533,0.5432
SND1,1.326,3.0574,1.5167,3.3703,2.138,2.3206
MARK2,0.2872,0.9591,0.1436,1.0015,0.6667,0.453
DDX46,36.0969,0.9895,35.4069,0.9722,17.0351,14.2589
RUFY3,0.2037,0.2808,0.217,0.1492,0.3182,0.1697
SV2A,0.4904,0.2375,0.3039,0.1233,0.2395,0.1151
BZW1,0.7527,2.1746,0.9255,2.3947,1.1312,1.2825
MON1B,0.1656,0.0225,0.1642,0.0866,0.3674,0.1066
LRRC8D,0.2856,0.1585,0.0937,0.1174,0.341,0.0805
EIF3M,0.6779,0.19,1.2327,0.5191,2.1307,0.8093
FCRLA,0.3728,0.1179,0.1814,0.2048,0.2784,0.0538
RRAGA,0.2281,0.5985,0.3226,0.5334,0.3891,0.3652
CYFIP1,2.1181,5.1746,2.3914,5.6789,1.861,3.1707
COPS6,1.2451,1.0908,1.5906,1.2609,2.2547,1.4632
LPCAT2,0.2579,0.3739,0.2477,0.2455,0.3217,0.1125
EPM2AIP1,1.9695,0.6889,1.3166,0.1325,0.8931,1.3261
TAOK1,0.4742,0.831,0.1977,0.9256,0.3085,0.5193
MOB1B;MOB1A,1.591,2.0696,1.3933,1.9476,0.9558,1.3903
CHMP1B,0.8452,1.5975,0.4819,2.124,0.3016,0.7508
RASGRP2,0.3905,0.106,0.4488,0.0768,0.2323,0.2337
RRM2B,0.187,0.2104,0.21,0.2605,0.239,0.0817
HS2ST1,0.3367,0.1783,0.1319,0.1828,0.7267,0.3713
STRADA,0.4179,0.4213,0.2903,0.3053,0.393,0.1844
GPRIN1,0.3536,0.3747,0.3739,0.267,0.1649,0.1562
ZC3HAV1,0.5063,1.1851,0.4714,1.1422,1.2197,0.5241
PID1,0.7527,0.0495,0.6936,0.0286,0.4914,0.3561
EFL1,0.2396,0.0251,0.1496,0.0471,0.2916,0.0936
MAMDC2,0.125,0.1777,0.1859,0.1118,0.4966,0.555
TRAPPC11,0.2521,0.0997,0.3002,0.0477,0.8511,0.2473
NEGR1,0.3201,0.9216,0.1718,1.2114,0.5369,0.3713
ATG9A,0.4482,0.1334,0.2299,0.0716,0.2251,0.1315
CCDC186,1.4754,0.1397,1.3229,0.0569,0.4842,0.2932
ARMC9,0.2823,0.3176,0.6602,0.2721,0.4697,0.2342
PRICKLE2,0.3834,0.2072,0.3362,0.1149,0.3697,0.2118
VPS35L,0.2752,0.2119,0.3305,0.1875,0.3609,0.1905
MON2,0.6082,0.4402,0.6025,0.4769,1.1459,0.3933
UBE3B,0.2436,0.1436,0.1711,0.1231,0.3049,0.0524
DENND4A,0.2372,0.0307,0.1308,0.038,0.3066,0.0875
TMC6,0.1853,0.0383,0.1134,0.0141,0.2383,0.024
MAVS,0.1299,0.0544,0.1176,0.0488,0.3552,0.0925
CLASP1,0.2944,0.133,0.1406,0.0934,0.3054,0.1023
DHX29,0.2466,0.2117,0.1741,0.1829,0.6189,0.1879
LRP10,0.2731,0.2907,0.1874,0.2563,0.4148,0.157
COMMD6,0.1309,0.1531,0.0911,0.1395,0.3308,0.1235
DCXR,0.5972,0.1635,0.91,0.191,0.2912,0.4083
EMSY,2.8164,0.3096,3.689,0.0323,5.2113,1.8222
GOLGA7,1.4339,4.6682,0.7971,4.6972,1.4683,2.0272
ARHGAP22,0.7661,0.1872,0.1193,0.1627,0.3052,0.2007
SDK1,0.587,0.1529,0.0925,0.1746,0.2933,0.1626
SPRED2,0.3859,0.1215,0.2277,0.1322,0.3181,0.0464
SRGAP1,0.3965,0.484,0.3174,0.3445,0.8383,0.2
RABEPK,0.3453,0.0838,0.2586,0.1323,0.2704,0.0706
HUWE1,0.5908,0.4515,0.9603,0.4466,0.8385,0.4984
KRT77,0.7185,0.2123,0.5179,0.0298,0.6593,0.4605
PXK,3.3137,0.0903,2.6355,0.0496,1.0404,1.0631
UBE2Q1,0.2744,0.1182,0.0697,0.1069,0.3217,0.1017
ABI3BP,11.3074,0.9022,15.0526,0.9385,7.9618,6.7435
TMED4,0.3442,0.1858,0.4064,0.2043,1.1135,0.1638
MEGF8,0.5331,0.1643,0.5107,0.061,0.6185,0.2624
GALNT5,0.8739,0.0744,0.697,0.0751,0.7724,0.3352
TMEM179B,0.2457,0.1054,0.2139,0.1064,0.2438,0.0447
AMIGO2,0.1482,0.227,0.1354,0.3205,0.4381,0.197
PHLDB2,0.3316,0.4562,0.4493,0.5273,0.5465,0.3578
ADGRG6,4.0842,0.8034,2.4751,0.7975,2.4831,2.0753
TRAPPC6B,0.2256,0.1807,0.1166,0.1134,0.2627,0.1222
PIP4P1,0.6676,0.1292,0.2305,0.1503,0.2876,0.0737
PATL1,0.0533,0.0458,0.1649,0.0709,0.2914,0.1384
TMEM150A,0.3406,0.0489,0.2717,0.1324,0.2664,0.0495
DPP9,0.8228,0.4278,0.381,0.4935,0.2814,0.2626
DDX53,0.7659,0.4244,1.7592,0.2332,4.0387,1.1973
PRUNE1,0.2763,0.0819,0.3221,0.0335,0.1648,0.1063
TTC7B,0.0684,0.5498,0.3914,0.5497,0.4062,0.312
ACOT1,0.3139,0.2316,0.2313,0.1039,0.186,0.087
SERPINA11,0.5708,0.1033,0.4346,0.0415,0.2258,0.3838
OAF,0.5883,0.1185,0.5301,0.131,1.1837,0.5868
TSPAN33,0.8428,0.0354,1.1137,0.0325,0.8921,0.3771
RTN4RL2,0.3191,0.2238,0.2231,0.163,0.2666,0.1108
KTN1,0.2062,0.0405,0.3534,0.0591,0.2915,0.1383
PHLDB1,0.6716,0.4158,0.3579,0.4531,0.236,0.2081
ITIH5,1.0986,0.179,1.1028,0.1524,0.3708,0.8746
FERMT3,39.8922,8.7678,38.796,5.1014,25.8056,25.239
AACS,0.1933,0.2837,0.2008,0.219,0.4115,0.1467
LUZP1,0.551,0.2219,0.3453,0.2005,0.2609,0.1963
CD163,0.3458,0.0906,0.1766,0.0367,0.3636,0.2315
SERINC5,0.4245,0.5362,0.1321,0.266,0.3144,0.2513
LAPTM4B,0.0575,0.4016,0.2433,0.3416,0.5221,0.2019
VPS36,0.4458,0.2686,0.4752,0.2934,0.5825,0.2762
TAX1BP1,0.2145,0.044,0.249,0.0461,0.3194,0.1378
CAND1,1.2294,3.0574,1.5716,3.8497,1.8053,2.4537
HOOK3,0.4377,0.1589,0.2161,0.1468,0.2728,0.148
COMMD7,0.1085,0.0606,0.1286,0.1139,0.0607,0.0625
MON1A,0.233,0.0736,0.179,0.0472,0.2272,0.0782
TMEM200A,0.2729,1.138,0.4195,1.0121,0.5673,0.6259
NLRP10,0.149,0.0337,0.1306,0.0542,0.2223,0.0247
AMZ2,1.0526,0.0794,0.4581,0.0393,0.607,0.0595
ANKRD46,0.2741,0.0873,0.176,0.1237,0.2817,0.0424
PPFIBP1,0.231,0.9787,0.142,0.8881,1.3549,0.4425
OSTM1,0.1426,0.4596,0.1807,0.2988,0.3785,0.1404
SBF2,0.4306,0.0844,0.388,0.0975,0.4807,0.084
PKHD1L1,0.7456,0.1679,0.6199,0.0507,0.3202,0.2744
FCHSD1,0.2412,0.0696,0.2491,0.1386,0.3825,0.1436
STING1,0.2728,0.1013,0.2567,0.0821,0.3278,0.0435
CARM1,0.1506,0.2354,0.8946,0.2454,0.2556,0.2426
NIT1,0.1957,0.236,0.4173,0.2523,0.4722,0.2922
COMMD2,0.233,0.1332,0.2372,0.1817,0.09,0.2012
HEATR5A,0.272,0.278,0.1792,0.2626,0.8888,0.2067
TMEM219,0.3118,0.0934,0.38,0.0539,0.3381,0.0273
XYLT1,1.4299,0.3673,1.6099,0.369,2.0738,0.9667
KRT73,0.3715,0.239,0.3577,0.1269,0.1052,0.1055
STX12,1.0522,3.0301,0.9842,3.0125,0.9343,1.1549
CPNE8,0.4082,0.1499,0.1768,0.09,0.3168,0.1052
GPSM1,0.2752,0.2262,0.1397,0.1303,0.3003,0.1331
RAB43,0.1611,0.448,0.2294,0.4138,0.4473,0.1393
C2CD5,0.3075,0.1706,0.1754,0.1865,0.2401,0.1057
MIB1,0.4106,0.2404,0.4625,0.1343,0.5018,0.2449
HRNR,2.1084,2.2609,1.6645,0.2461,0.5126,0.5793
ERC1,0.3904,0.0998,0.3955,0.1593,0.4464,0.1353
CRLF3,0.1666,0.0546,0.1255,0.0509,0.3996,0.081
CILP2,0.4345,0.2778,0.5467,0.257,0.7264,0.2648
RELL1,0.1216,0.376,0.3111,0.3648,0.37,0.2482
AEBP1,0.8965,0.1788,0.8321,0.0663,1.7884,0.4518
PLD3,0.944,2.2346,0.9249,1.5129,0.4251,0.9469
ANKMY2,0.7667,0.1052,0.3254,0.0553,0.5571,0.087
LIX1L,1.1392,0.5816,0.6011,0.5339,0.8552,0.3576
AHNAK2,3.5391,1.0055,7.0427,1.2642,0.6201,0.6222
FMNL3,0.6431,2.4963,1.0623,2.3199,0.7063,1.237
SLC41A1,0.2607,0.0904,0.2001,0.0855,0.3874,0.1466
P3H3,0.4572,0.1234,0.3064,0.0708,0.2272,0.2188
CCDC50,0.2105,0.4832,0.3789,0.5028,2.4405,0.1634
MAPKAPK5,0.3849,0.2181,0.1969,0.1771,0.2222,0.1205
NAXD,0.2889,0.1589,0.166,0.122,0.3028,0.1479
SLITRK4,0.3521,0.7544,0.4726,0.8073,1.8978,0.3469
SLC44A2,1.3318,3.5064,1.426,1.8875,0.5855,1.112
WDFY1,10.7888,11.1178,7.7697,8.9699,7.987,7.3988
TEX2,0.46,0.1946,0.2428,0.1864,0.2516,0.0932
FAM114A1,0.3824,0.5063,0.3881,0.5216,1.0176,0.2679
DCUN1D3,0.2968,2.6283,0.305,2.2937,0.2622,0.78
LRRC8A,0.9893,1.3186,0.8733,0.9962,5.0115,0.5784
UBR1,0.3335,0.0707,0.4166,0.1502,0.3043,0.1996
ARHGAP12,0.2959,0.1247,0.3069,0.1528,0.2865,0.187
CDAN1,0.5592,0.5007,0.6004,0.0298,0.4703,0.3027
UEVLD,0.3697,0.2352,0.1873,0.3346,0.28,0.1984
DNAJC10,0.2381,0.0522,0.0881,0.0588,0.2846,0.1526
SIRT2,0.3079,0.257,0.2203,0.2764,0.2716,0.0881
